Data_waalhaven.FEATUREID;Data_waalhaven.RESTRICTION_TYPE;Data_waalhaven.VESSEL_TYPE;Data_waalhaven.VESSEL_LENGTH_FROM;Data_waalhaven.VESSEL_LENGTH_TO;Data_waalhaven.VESSEL_BEAM_FROM;Data_waalhaven.VESSEL_BEAM_TO;Data_waalhaven.VESSEL_DRAUGHT_FROM;Data_waalhaven.VESSEL_DRAUGHT_TO;Data_waalhaven.VESSEL_HEIGHT_FROM;Data_waalhaven.VESSEL_HEIGHT_TO;Data_waalhaven.VESSEL_TONNAGE_FROM;Data_waalhaven.VESSEL_TONNAGE_TO;Data_waalhaven.VESSEL_DIRECTION;Data_waalhaven.SPECIAL_TRANSPORT;Data_waalhaven.VISIBILITY_FROM;Data_waalhaven.VISIBILITY_TO;Data_waalhaven.WIND_DIRECTION_FROM;Data_waalhaven.WIND_DIRECTION_TO;Data_waalhaven.WIND_SPEED_FROM;Data_waalhaven.WIND_SPEED_TO;Data_waalhaven.CURRENT_FROM;Data_waalhaven.CURRENT_TO;Data_waalhaven.CURRENT_TREND;Data_waalhaven.LIGHT_CONDITION;Data_waalhaven.RESTRICTION_VALUE;Data_waalhaven.RESTRICTION_UNIT;Data_waalhaven.RESTRICTION_DESCRIPTION;Data_waalhaven.POLICY_CLEARANCE;Data_waalhaven.POLICY_TUG_NUMBER;Data_waalhaven.POLICY_TUG_TYPE;Data_waalhaven.POLICY_TUG_BOLLARD_PULL;Data_waalhaven.POLICY_REMARKS;Data_waalhaven.STATUS;Data_waalhaven.DATASOURCE;Data_waalhaven.SURVEYMETHOD;Data_waalhaven.SURVEYPRECISION;Data_waalhaven.SURVEYDATE;Data_waalhaven.FUNCSTARTDATE;Data_waalhaven.FUNCENDDATE
N Z100/6/1327;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;40;METERS;;;;;;;;;;;;;
N Z100/6/1256;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;200;METERS;;;;;;;;;;;;;
N Z100/6/156;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;52,6;METERS;;;;;;;;;;;;;
N Z100/6/162;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;7;METERS;;;;;;;;;;;;;
N Z100/6/1250;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;190;METERS;;;;;;;;;;;;;
N Z100/6/206;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;80;METERS;;;;;;;;;;;;;
N Z100/6/186;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;115;METERS;;;;;;;;;;;;;
N Z100/6/1244;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;250;METERS;;;;;;;;;;;;;
N Z100/6/1238;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;110;METERS;;;;;;;;;;;;;
N Z100/6/1658;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;135;METERS;;;;;;;;;;;;;
N Z100/6/273;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;200;METERS;;;;;;;;;;;;;
N Z100/6/298;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;230;METERS;;;;;;;;;;;;;
N Z100/6/1281;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;42;METERS;;;;;;;;;;;;;
N Z100/6/1255;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;37,25;METERS;;;;;;;;;;;;;
N Z100/6/1240;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/1240;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1240;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1240;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/82;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;57;METERS;;;;;;;;;;;;;
N Z100/6/1239;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;30;METERS;;;;;;;;;;;;;
N Z100/6/155;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;33,38;METERS;;;;;;;;;;;;;
N Z100/6/264;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;32,3;METERS;;;;;;;;;;;;;
N Z100/6/385;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;36,9;METERS;;;;;;;;;;;;;
N Z100/6/381;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;42;METERS;;;;;;;;;;;;;
N Z100/6/256;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;26,5;METERS;;;;;;;;;;;;;
N Z100/6/1282;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;48;METERS;;;;;;;;;;;;;
N Z100/6/265;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;44,5;METERS;;;;;;;;;;;;;
N Z100/6/366;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;36,9;METERS;;;;;;;;;;;;;
N Z100/6/1251;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;32,3;METERS;;;;;;;;;;;;;
N Z100/6/198;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;23,6;METERS;;;;;;;;;;;;;
N Z100/6/156;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;52,6;METERS;;;;;;;;;;;;;
N Z100/6/151;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;42,8;METERS;;;;;;;;;;;;;
N Z100/6/57;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;240;METERS;;;;;;;;;;;;;
N Z100/6/64;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;240;METERS;;;;;;;;;;;;;
N Z100/6/674;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;240;METERS;;;;;;;;;;;;;
N Z100/6/971;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;145;METERS;;;;;;;;;;;;;
N Z100/6/972;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;130;METERS;;;;;;;;;;;;;
N Z100/6/973;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;165;METERS;;;;;;;;;;;;;
N Z100/6/1237;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;175;METERS;;;;;;;;;;;;;
N Z100/6/1272;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;135;METERS;;;;;;;;;;;;;
N Z100/6/1273;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;135;METERS;;;;;;;;;;;;;
N Z100/6/1274;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;135;METERS;;;;;;;;;;;;;
N Z100/6/1230;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;150;METERS;;;;;;;;;;;;;
N Z100/6/1253;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;190;METERS;;;;;;;;;;;;;
N Z100/6/206;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;10;METERS;;;;;;;;;;;;;
N Z100/6/214;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;10;METERS;;;;;;;;;;;;;
N Z100/6/1540;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;42;METERS;;;;;;;;;;;;;
N Z100/6/1256;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;36,1;METERS;;;;;;;;;;;;;
N Z100/6/1250;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;23,1;METERS;;;;;;;;;;;;;
N Z100/6/206;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;10;METERS;;;;;;;;;;;;;
N Z100/6/186;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;20,6;METERS;;;;;;;;;;;;;
N Z100/6/1244;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;45,5;METERS;;;;;;;;;;;;;
N Z100/6/1238;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;66,9;METERS;;;;;;;;;;;;;
N Z100/6/220;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;30,8;METERS;;;;;;;;;;;;;
N Z100/6/226;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;10;METERS;;;;;;;;;;;;;
N Z100/6/253;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;32,2;METERS;;;;;;;;;;;;;
N Z100/6/256;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;26,5;METERS;;;;;;;;;;;;;
N Z100/6/257;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;23,1;METERS;;;;;;;;;;;;;
N Z100/6/264;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;32,3;METERS;;;;;;;;;;;;;
N Z100/6/265;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;44,5;METERS;;;;;;;;;;;;;
N Z100/6/266;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;10;METERS;;;;;;;;;;;;;
N Z100/6/272;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;32,3;METERS;;;;;;;;;;;;;
N Z100/6/273;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;13,4;METERS;;;;;;;;;;;;;
N Z100/6/274;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;32,2;METERS;;;;;;;;;;;;;
N Z100/6/276;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;18;METERS;;;;;;;;;;;;;
N Z100/6/298;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;36,37;METERS;;;;;;;;;;;;;
N Z100/6/366;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;36,9;METERS;;;;;;;;;;;;;
N Z100/6/381;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;42;METERS;;;;;;;;;;;;;
N Z100/6/385;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;36,9;METERS;;;;;;;;;;;;;
N Z100/6/57;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;32,2;METERS;;;;;;;;;;;;;
N Z100/6/61;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;48;METERS;;;;;;;;;;;;;
N Z100/6/64;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;26,5;METERS;;;;;;;;;;;;;
N Z100/6/674;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;21,7;METERS;;;;;;;;;;;;;
N Z100/6/791;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;5;METERS;;;;;;;;;;;;;
N Z100/6/82;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;70;METERS;;;;;;;;;;;;;
N Z100/6/1211;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;76,5;METERS;;;;;;;;;;;;;
N Z100/6/1277;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;95;METERS;;;;;;;;;;;;;
N Z100/6/1478;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;135;METERS;;;;;;;;;;;;;
N Z100/6/175;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;10;METERS;;;;;;;;;;;;;
N Z100/6/176;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;10;METERS;;;;;;;;;;;;;
N Z100/6/1780;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;30;METERS;;;;;;;;;;;;;
N Z100/6/180;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;11,5;METERS;;;;;;;;;;;;;
N Z100/6/181;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;10;METERS;;;;;;;;;;;;;
N Z100/6/186;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;20,6;METERS;;;;;;;;;;;;;
N Z100/6/198;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;23,6;METERS;;;;;;;;;;;;;
N Z100/6/1212;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;76,5;METERS;;;;;;;;;;;;;
N Z100/6/1209;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;95;METERS;;;;;;;;;;;;;
N Z100/6/1275;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;110;METERS;;;;;;;;;;;;;
N Z100/6/148;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;200;METERS;;;;;;;;;;;;;
N Z100/6/974;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;150;METERS;;;;;;;;;;;;;
N Z100/6/976;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;230;METERS;;;;;;;;;;;;;
N Z100/6/1252;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;270;METERS;;;;;;;;;;;;;
N Z100/6/1254;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;100;METERS;;;;;;;;;;;;;
N Z100/6/977;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;255;METERS;;;;;;;;;;;;;
N Z100/6/979;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;230;METERS;;;;;;;;;;;;;
N Z100/6/1210;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;110;METERS;;;;;;;;;;;;;
N Z100/6/95;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;11,5;METERS;;;;;;;;;;;;;
N Z100/6/971;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;23,2;METERS;;;;;;;;;;;;;
N Z100/6/972;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;21,8;METERS;;;;;;;;;;;;;
N Z100/6/1276;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;40;METERS;;;;;;;;;;;;;
N Z100/6/1780;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;100;METERS;;;;;;;;;;;;;
N Z100/6/274;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;190;METERS;;;;;;;;;;;;;
N Z100/6/975;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;255;METERS;;;;;;;;;;;;;
N Z100/6/1252;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/1252;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1252;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/264;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/265;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/265;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/265;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/265;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/101;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;27,6;METERS;;;;;;;;;;;;;
N Z100/6/102;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;30,2;METERS;;;;;;;;;;;;;
N Z100/6/1209;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;55;METERS;;;;;;;;;;;;;
N Z100/6/1210;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;70;METERS;;;;;;;;;;;;;
N Z100/6/1211;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;40;METERS;;;;;;;;;;;;;
N Z100/6/1212;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;45;METERS;;;;;;;;;;;;;
N Z100/6/1215;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;30;METERS;;;;;;;;;;;;;
N Z100/6/1216;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;30;METERS;;;;;;;;;;;;;
N Z100/6/1217;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;30;METERS;;;;;;;;;;;;;
N Z100/6/1218;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;30;METERS;;;;;;;;;;;;;
N Z100/6/1219;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;30;METERS;;;;;;;;;;;;;
N Z100/6/1220;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;30;METERS;;;;;;;;;;;;;
N Z100/6/1221;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;30;METERS;;;;;;;;;;;;;
N Z100/6/1222;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;30;METERS;;;;;;;;;;;;;
N Z100/6/1223;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;30;METERS;;;;;;;;;;;;;
N Z100/6/1224;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;30;METERS;;;;;;;;;;;;;
N Z100/6/1230;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;17,9;METERS;;;;;;;;;;;;;
N Z100/6/181;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/181;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/181;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/181;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1242;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1242;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1237;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;26;METERS;;;;;;;;;;;;;
N Z100/6/1238;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;66,9;METERS;;;;;;;;;;;;;
N Z100/6/1239;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;30;METERS;;;;;;;;;;;;;
N Z100/6/1237;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/366;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/366;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/366;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/366;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1252;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1240;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;30;METERS;;;;;;;;;;;;;
N Z100/6/1241;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;75;METERS;;;;;;;;;;;;;
N Z100/6/1242;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;40;METERS;;;;;;;;;;;;;
N Z100/6/1244;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;45,5;METERS;;;;;;;;;;;;;
N Z100/6/1323;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1323;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1323;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1324;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/1324;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1324;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1324;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1325;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/1325;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1325;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/381;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/381;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/381;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/381;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1539;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/1539;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1539;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1539;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1325;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1540;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/1540;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1540;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1540;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1518;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/1518;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1518;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1518;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1521;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/1521;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1521;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1237;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1237;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1237;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1256;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/1256;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1256;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1256;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/198;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/198;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/198;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/198;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/180;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
